'Frame','Jitter'
'2897','0.129043'
'2898','0.127917'
'2899','0.128241'
'2900','0.127861'
'2901','0.128155'
'2902','0.128157'
'2903','0.160462'
'2904','0.133105'
'2905','0.12917'
'2906','0.12814'
'2907','0.127988'
'2908','0.128152'
'2909','0.128044'
'2910','0.160529'
'2911','0.128037'
'2912','0.136845'
'2913','0.128272'
'2914','0.128067'
'2915','0.12801'
'2916','0.127909'
'2917','0.129289'
'2918','0.159294'
'2919','0.129452'
'2920','0.117896'
'2921','0.128028'
'2922','0.170052'
'2923','0.129087'
'2924','0.129091'
'2925','0.129338'
'2926','0.127962'
'2927','0.128042'
'2928','0.127939'
'2929','0.160574'
'2930','0.131886'
'2931','0.129282'
'2932','0.128917'
'2933','0.128215'
'2934','0.127979'
'2935','0.12819'
'2936','0.128092'
'2937','0.161485'
'2938','0.13189'
'2939','0.129174'
'2940','0.128366'
'2941','0.12789'
'2942','0.128017'
'2943','0.128224'
'2944','0.160484'
'2945','0.12811'
'2946','0.137867'
'2947','0.128204'
'2948','0.128032'
'2949','0.128022'
'2950','0.128038'
'2951','0.128132'
'2952','0.160426'
'2953','0.129239'
'2954','0.137862'
'2955','0.129203'
'2956','0.128037'
'2957','0.127945'
'2958','0.128146'
'2959','0.128008'
'2960','0.128113'
'2961','0.161707'
'2962','0.13368'
'2963','0.128207'
'2964','0.128064'
'2965','0.128203'
'2966','0.127925'
'2967','0.128192'
'2968','0.159414'
'2969','0.129245'
'2970','0.132065'
'2971','0.129267'
'2972','0.127777'
'2973','0.12834'
'2974','0.127816'
'2975','0.160595'
'2976','0.128928'
'2977','0.129451'
'2978','0.136795'
'2979','0.128242'
'2980','0.127929'
'2981','0.128159'
'2982','0.127936'
'2983','0.12843'
'2984','0.16103'
'2985','0.128383'
'2986','0.137892'
'2987','0.128209'
'2988','0.127937'
'2989','0.128184'
'2990','0.127995'
'2991','0.128194'
'2992','0.160365'
'2993','0.128173'
'2994','0.104819'
'2995','0.128392'
'2996','0.160065'
'2997','0.129424'
'2998','0.129161'
'2999','0.128081'
'3000','0.127945'
'3001','0.12881'
'3002','0.131732'
'3003','0.160824'
'3004','0.128015'
'3005','0.128324'
'3006','0.12657'
'3007','0.128207'
'3008','0.127993'
'3009','0.160391'
'3010','0.135527'
'3011','0.127841'
'3012','0.129047'
'3013','0.128001'
'3014','0.129423'
'3015','0.128223'
'3016','0.127776'
'3017','0.159441'
'3018','0.104531'
'3019','0.159574'
'3020','0.127953'
'3021','0.129784'
'3022','0.1278'
'3023','0.12847'
'3024','0.127835'
'3025','0.160102'
'3026','0.104975'
'3027','0.160014'
'3028','0.12908'
'3029','0.128958'
'3030','0.128122'
'3031','0.128187'
'3032','0.129301'
'3033','0.159292'
'3034','0.133907'
'3035','0.130567'
'3036','0.127764'
'3037','0.128039'
'3038','0.128053'
'3039','0.128036'
'3040','0.129371'
'3041','0.158996'
'3042','0.133297'
'3043','0.128288'
'3044','0.128797'
'3045','0.128058'
'3046','0.129568'
'3047','0.128069'
'3048','0.160265'
'3049','0.127979'
'3050','0.137854'
'3051','0.129204'
'3052','0.128967'
'3053','0.129198'
'3054','0.129315'
'3055','0.126886'
'3056','0.129207'
'3057','0.159365'
'3058','0.122827'
'3059','0.127186'
'3060','0.127982'
'3061','0.139924'
'3062','0.159595'
'3063','0.127656'
'3064','0.128104'
'3065','0.129115'
'3066','0.128026'
'3067','0.128137'
'3068','0.128173'
'3069','0.132162'
'3070','0.161236'
'3071','0.12818'
'3072','0.128949'
'3073','0.128272'
'3074','0.127852'
'3075','0.128246'
'3076','0.168384'
'3077','0.100001'
'3078','0.156969'
'3079','0.12862'
'3080','0.12771'
'3081','0.129318'
'3082','0.12816'
'3083','0.129033'
'3084','0.163318'
'3085','0.12789'
'3086','0.129059'
'3087','0.128246'
'3088','0.12805'
'3089','0.128212'
'3090','0.127924'
'3091','0.128364'
'3092','0.160264'
'3093','0.136983'
'3094','0.129039'
'3095','0.129045'
'3096','0.128173'
'3097','0.128305'
'3098','0.127861'
'3099','0.128065'
'3100','0.160581'
'3101','0.104809'
'3102','0.161526'
'3103','0.127668'
'3104','0.12898'
'3105','0.128373'
'3106','0.127954'
'3107','0.128227'
'3108','0.160427'
'3109','0.13386'
'3110','0.128934'
'3111','0.129429'
'3112','0.129059'
'3113','0.127928'
'3114','0.128107'
'3115','0.128196'
'3116','0.160323'
'3117','0.134242'
'3118','0.12908'
'3119','0.130465'
'3120','0.12762'
'3121','0.129174'
'3122','0.128046'
'3123','0.12808'
'3124','0.160402'
'3125','0.105588'
'3126','0.160151'
'3127','0.1296'
'3128','0.127869'
'3129','0.129184'
'3130','0.127942'
'3131','0.128205'
'3132','0.128895'
'3133','0.133399'
'3134','0.131211'
'3135','0.12799'
'3136','0.160686'
'3137','0.12905'
'3138','0.129247'
'3139','0.128782'
'3140','0.129224'
'3141','0.128215'
'3142','0.132029'
'3143','0.129866'
'3144','0.158504'
'3145','0.129144'
'3146','0.129877'
'3147','0.126334'
'3148','0.128045'
'3149','0.128254'
'3150','0.131848'
'3151','0.159591'
'3152','0.129017'
'3153','0.127961'
'3154','0.128148'
'3155','0.128104'
'3156','0.127934'
'3157','0.128486'
'3158','0.136927'
'3159','0.160546'
'3160','0.129026'
'3161','0.128048'
'3162','0.128035'
'3163','0.128186'
'3164','0.127924'
'3165','0.128261'
'3166','0.13586'
'3167','0.160538'
'3168','0.129233'
'3169','0.128142'
'3170','0.127962'
'3171','0.12812'
'3172','0.12805'
'3173','0.128368'
'3174','0.136633'
'3175','0.159625'
'3176','0.128866'
'3177','0.128251'
'3178','0.128009'
'3179','0.128261'
'3180','0.127842'
'3181','0.128522'
'3182','0.133792'
'3183','0.160505'
'3184','0.128035'
'3185','0.128136'
'3186','0.128027'
'3187','0.128208'
'3188','0.127893'
'3189','0.16472'
'3190','0.128807'
'3191','0.129235'
'3192','0.127991'
'3193','0.128256'
'3194','0.127969'
'3195','0.128041'
'3196','0.160523'
'3197','0.133996'
'3198','0.133558'
'3199','0.18088'
'3200','0.100001'
'3201','0.104017'
'3202','0.127917'
'3203','0.128186'
'3204','0.128'
'3205','0.159659'
'3206','0.12107'
'3207','0.12811'
'3208','0.128028'
'3209','0.137553'
'3210','0.160365'
'3211','0.129147'
'3212','0.12885'
'3213','0.128328'
'3214','0.12784'
'3215','0.128186'
'3216','0.165555'
'3217','0.129078'
'3218','0.128902'
'3219','0.129332'
'3220','0.128971'
'3221','0.12914'
'3222','0.127852'
'3223','0.128397'
'3224','0.131771'
'3225','0.159642'
'3226','0.129034'
'3227','0.128305'
'3228','0.127822'
'3229','0.128195'
'3230','0.127928'
'3231','0.160712'
'3232','0.106068'
'3233','0.158887'
'3234','0.12814'
'3235','0.128111'
'3236','0.128046'
'3237','0.128406'
'3238','0.188517'
'3239','0.1'
'3240','0.104737'
'3241','0.159966'
'3242','0.128422'
'3243','0.129045'
'3244','0.127788'
'3245','0.128216'
'3246','0.128112'
'3247','0.160714'
'3248','0.132771'
'3249','0.129097'
'3250','0.128974'
'3251','0.129093'
'3252','0.12913'
'3253','0.128164'
'3254','0.127901'
'3255','0.160741'
'3256','0.105254'
'3257','0.160708'
'3258','0.12895'
'3259','0.12826'
'3260','0.128854'
'3261','0.128119'
'3262','0.127982'
'3263','0.129477'
'3264','0.132887'
'3265','0.160439'
'3266','0.127931'
'3267','0.129283'
'3268','0.127968'
'3269','0.128088'
'3270','0.127968'
'3271','0.168751'
'3272','0.1'
'3273','0.157043'
'3274','0.129177'
'3275','0.128893'
'3276','0.127942'
'3277','0.128417'
'3278','0.127878'
'3279','0.128385'
'3280','0.13607'
'3281','0.128176'
'3282','0.128229'
'3283','0.160574'
'3284','0.128925'
'3285','0.129335'
'3286','0.129013'
'3287','0.127837'
'3288','0.131986'
'3289','0.128084'
'3290','0.128245'
'3291','0.159318'
'3292','0.127945'
'3293','0.128416'
'3294','0.128164'
'3295','0.128147'
'3296','0.131986'
'3297','0.159515'
'3298','0.127993'
'3299','0.129331'
'3300','0.127926'
'3301','0.128301'
'3302','0.12803'
'3303','0.128523'
'3304','0.136329'
'3305','0.160603'
'3306','0.129013'
'3307','0.127918'
'3308','0.129459'
'3309','0.12807'
'3310','0.128069'
'3311','0.12813'
'3312','0.135939'
'3313','0.128354'
'3314','0.16101'
'3315','0.128219'
'3316','0.128175'
'3317','0.128135'
'3318','0.127936'
'3319','0.128183'
'3320','0.131987'
'3321','0.160187'
'3322','0.128099'
'3323','0.12826'
'3324','0.127943'
'3325','0.128152'
'3326','0.128029'
'3327','0.164989'
'3328','0.128729'
'3329','0.128224'
'3330','0.128007'
'3331','0.129217'
'3332','0.128042'
'3333','0.127972'
'3334','0.160471'
'3335','0.137491'
'3336','0.128844'
'3337','0.128974'
'3338','0.127915'
'3339','0.128319'
'3340','0.12787'
'3341','0.128255'
'3342','0.128223'
'3343','0.160007'
'3344','0.105922'
'3345','0.161371'
'3346','0.128161'
'3347','0.128161'
'3348','0.127971'
'3349','0.128077'
'3350','0.127873'
'3351','0.160646'
'3352','0.119952'
'3353','0.128266'
'3354','0.127958'
'3355','0.138458'
'3356','0.160488'
'3357','0.12916'
'3358','0.128343'
'3359','0.129087'
'3360','0.128026'
'3361','0.128111'
'3362','0.163295'
'3363','0.12931'
'3364','0.129067'
'3365','0.128997'
'3366','0.128142'
'3367','0.128037'
'3368','0.128119'
'3369','0.129071'
'3370','0.13192'
'3371','0.160687'
'3372','0.127735'
'3373','0.129181'
'3374','0.129182'
'3375','0.128144'
'3376','0.128101'
'3377','0.160455'
'3378','0.105495'
'3379','0.160529'
'3380','0.129135'
'3381','0.12919'
'3382','0.128855'
'3383','0.129289'
'3384','0.127759'
'3385','0.128301'
'3386','0.135824'
'3387','0.128082'
'3388','0.160521'
'3389','0.128055'
'3390','0.129202'
'3391','0.1281'
'3392','0.128197'
'3393','0.128184'
'3394','0.131867'
'3395','0.160516'
'3396','0.128847'
'3397','0.128363'
'3398','0.128008'
'3399','0.128151'
'3400','0.127908'
'3401','0.164563'
'3402','0.129078'
'3403','0.12922'
'3404','0.128869'
'3405','0.128031'
'3406','0.128173'
'3407','0.128304'
'3408','0.127785'
'3409','0.160612'
'3410','0.104552'
'3411','0.161589'
'3412','0.128813'
'3413','0.128243'
'3414','0.127939'
'3415','0.128615'
'3416','0.127983'
'3417','0.161245'
'3418','0.105463'
'3419','0.128091'
'3420','0.128946'
'3421','0.159385'
'3422','0.128885'
'3423','0.129313'
'3424','0.12793'
'3425','0.128062'
'3426','0.133072'
'3427','0.128113'
'3428','0.128244'
'3429','0.160269'
'3430','0.128917'
'3431','0.129465'
'3432','0.127989'
'3433','0.128073'
'3434','0.136992'
'3435','0.127931'
'3436','0.128032'
'3437','0.160642'
'3438','0.128094'
'3439','0.129084'
'3440','0.127735'
'3441','0.128169'
'3442','0.133309'
'3443','0.128104'
'3444','0.159446'
'3445','0.129081'
'3446','0.128125'
'3447','0.128036'
'3448','0.128027'
'3449','0.128242'
'3450','0.132941'
'3451','0.131975'
'3452','0.160401'
'3453','0.129404'
'3454','0.128073'
'3455','0.128928'
'3456','0.128112'
'3457','0.128265'
'3458','0.127945'
'3459','0.135899'
'3460','0.160497'
'3461','0.129018'
'3462','0.129181'
'3463','0.129173'
'3464','0.128981'
'3465','0.128079'
'3466','0.127921'
'3467','0.132257'
'3468','0.159531'
'3469','0.129079'
'3470','0.12807'
'3471','0.127902'
'3472','0.128005'
'3473','0.128077'
'3474','0.164718'
'3475','0.128139'
'3476','0.129083'
'3477','0.128017'
'3478','0.128113'
'3479','0.128099'
'3480','0.128032'
'3481','0.128393'
'3482','0.164233'
'3483','0.132905'
'3484','0.129197'
'3485','0.128176'
'3486','0.128914'
'3487','0.128068'
'3488','0.128088'
'3489','0.128044'
'3490','0.16054'
'3491','0.11938'
'3492','0.127938'
'3493','0.128241'
'3494','0.168745'
'3495','0.128983'
'3496','0.128128'
'3497','0.128307'
'3498','0.128111'
'3499','0.127939'
'3500','0.128191'
'3501','0.165304'
'3502','0.128989'
'3503','0.128122'
'3504','0.128851'
'3505','0.129495'
'3506','0.128'
'3507','0.128126'
'3508','0.160373'
'3509','0.133068'
'3510','0.12886'
'3511','0.129465'
'3512','0.128056'
'3513','0.128159'
'3514','0.127775'
'3515','0.128261'
'3516','0.160443'
'3517','0.104794'
'3518','0.161355'
'3519','0.129122'
'3520','0.128847'
'3521','0.128194'
'3522','0.127963'
'3523','0.128216'
'3524','0.159372'
'3525','0.105485'
'3526','0.16043'
'3527','0.129477'
'3528','0.129032'
'3529','0.128006'
'3530','0.127988'
'3531','0.128128'
'3532','0.129066'
'3533','0.137138'
'3534','0.128313'
'3535','0.161294'
'3536','0.127842'
'3537','0.129459'
'3538','0.127789'
'3539','0.128131'
'3540','0.127933'
'3541','0.131949'
'3542','0.160537'
'3543','0.128302'
'3544','0.127944'
'3545','0.128256'
'3546','0.12801'
'3547','0.128941'
'3548','0.163624'
'3549','0.12903'
'3550','0.129611'
'3551','0.127494'
'3552','0.128006'
'3553','0.128281'
'3554','0.128029'
'3555','0.128248'
'3556','0.161338'
'3557','0.105731'
'3558','0.159327'
'3559','0.12908'
'3560','0.129026'
'3561','0.128157'
'3562','0.127988'
'3563','0.12823'
'3564','0.160325'
'3565','0.105302'
'3566','0.128042'
'3567','0.128087'
'3568','0.160274'
'3569','0.127338'
'3570','0.127556'
'3571','0.128831'
'3572','0.127873'
'3573','0.133127'
'3574','0.127679'
'3575','0.160176'
'3576','0.128038'
'3577','0.129298'
'3578','0.12823'
'3579','0.128122'
'3580','0.127397'
'3581','0.133881'
'3582','0.160015'
'3583','0.129087'
'3584','0.127915'
'3585','0.127991'
'3586','0.127985'
'3587','0.128209'
'3588','0.128044'
'3589','0.169932'
'3590','0.128048'
'3591','0.127739'
'3592','0.127227'
'3593','0.12809'
'3594','0.12826'
'3595','0.128169'
'3596','0.159622'
'3597','0.104695'
'3598','0.161329'
'3599','0.128208'
'3600','0.128009'
'3601','0.12796'
'3602','0.127725'
'3603','0.12763'
'3604','0.160098'
'3605','0.131998'
'3606','0.128104'
'3607','0.128161'
'3608','0.128143'
'3609','0.127891'
'3610','0.128264'
'3611','0.160411'
'3612','0.128056'
'3613','0.137289'
'3614','0.128103'
'3615','0.127841'
'3616','0.127943'
'3617','0.12842'
'3618','0.127666'
'3619','0.16071'
'3620','0.128113'
'3621','0.132062'
'3622','0.128184'
'3623','0.128211'
'3624','0.127664'
'3625','0.128293'
'3626','0.160603'
'3627','0.127981'
'3628','0.128119'
'3629','0.136053'
'3630','0.1282'
'3631','0.127993'
'3632','0.128056'
'3633','0.128035'
'3634','0.159449'
'3635','0.128192'
'3636','0.128029'
'3637','0.118223'
'3638','0.160474'
'3639','0.12819'
'3640','0.137065'
'3641','0.127955'
'3642','0.12841'
'3643','0.128311'
'3644','0.160174'
'3645','0.129171'
'3646','0.1282'
'3647','0.128035'
'3648','0.131897'
'3649','0.128873'
'3650','0.127053'
'3651','0.160613'
'3652','0.129061'
'3653','0.128328'
'3654','0.128057'
'3655','0.128053'
'3656','0.131897'
'3657','0.128214'
'3658','0.128568'
'3659','0.161368'
'3660','0.128721'
'3661','0.12853'
'3662','0.129161'
'3663','0.127916'
'3664','0.136796'
'3665','0.128162'
'3666','0.12801'
'3667','0.160527'
'3668','0.128003'
'3669','0.12827'
'3670','0.128087'
'3671','0.12824'
'3672','0.136639'
'3673','0.128021'
'3674','0.128149'
'3675','0.159574'
'3676','0.128009'
'3677','0.129363'
'3678','0.127914'
'3679','0.128192'
'3680','0.132972'
'3681','0.129075'
'3682','0.159449'
'3683','0.12922'
'3684','0.127952'
'3685','0.128048'
'3686','0.12825'
'3687','0.128164'
'3688','0.132246'
'3689','0.16037'
'3690','0.127988'
'3691','0.12846'
'3692','0.127825'
'3693','0.128326'
'3694','0.127879'
'3695','0.128125'
'3696','0.136591'
'3697','0.159846'
'3698','0.128895'
'3699','0.129163'
'3700','0.127803'
'3701','0.128318'
'3702','0.127816'
'3703','0.128695'
'3704','1.45747'
'3705','0.100001'
'3706','0.100001'
'3707','0.1'
'3708','0.1'
'3709','0.1'
'3710','0.1'
'3711','0.1'
'3712','0.1'
'3713','0.100001'
'3714','0.1'
'3715','0.100001'
'3716','0.121602'
'3717','0.128095'
'3718','0.128086'
'3719','0.128185'
'3720','0.127886'
'3721','0.16057'
'3722','0.12891'
'3723','0.132076'
'3724','0.128045'
'3725','0.128013'
'3726','0.128279'
'3727','0.128173'
'3728','0.159275'
'3729','0.128409'
'3730','0.128088'
'3731','0.136944'
'3732','0.129031'
'3733','0.128222'
'3734','0.128076'
'3735','0.128179'
'3736','0.160329'
'3737','0.128912'
'3738','0.128309'
'3739','0.135964'
'3740','0.127587'
'3741','0.12963'
'3742','0.128115'
'3743','0.128108'
'3744','0.160444'
'3745','0.128025'
'3746','0.128052'
'3747','0.133048'
'3748','0.128975'
'3749','0.128062'
'3750','0.12807'
'3751','0.128646'
'3752','0.160927'
'3753','0.128268'
'3754','0.128193'
'3755','0.132058'
'3756','0.127833'
'3757','0.128254'
'3758','0.128096'
'3759','0.160493'
'3760','0.128077'
'3761','0.129253'
'3762','0.127935'
'3763','0.135871'
'3764','0.127907'
'3765','0.128233'
'3766','0.128051'
'3767','0.159577'
'3768','0.127983'
'3769','0.128126'
'3770','0.128013'
'3771','0.150973'
'3772','0.128884'
'3773','0.138495'
'3774','0.12813'
'3775','0.128092'
'3776','0.127703'
'3777','0.128387'
'3778','0.161307'
'3779','0.128292'
'3780','0.13862'
'3781','0.128294'
'3782','0.128947'
'3783','0.128197'
'3784','0.128112'
'3785','0.127918'
'3786','0.160527'
'3787','0.129197'
'3788','0.132812'
'3789','0.128367'
'3790','0.128174'
'3791','0.127943'
'3792','0.128005'
'3793','0.128256'
'3794','0.160442'
'3795','0.129153'
'3796','0.132971'
'3797','0.128089'
'3798','0.128083'
'3799','0.128198'
'3800','0.1278'
'3801','0.160459'
'3802','0.128143'
'3803','0.128254'
'3804','0.13581'
'3805','0.128281'
'3806','0.127948'
'3807','0.128032'
'3808','0.128145'
'3809','0.160584'
'3810','0.12806'
'3811','0.129322'
'3812','0.137611'
'3813','0.129311'
'3814','0.127947'
'3815','0.12807'
'3816','0.127971'
'3817','0.160792'
'3818','0.128835'
'3819','0.129269'
'3820','0.131976'
'3821','0.127969'
'3822','0.128014'
'3823','0.128194'
'3824','0.128207'
'3825','0.16029'
'3826','0.12823'
'3827','0.128174'
'3828','0.132965'
'3829','0.128178'
'3830','0.128046'
'3831','0.128922'
'3832','0.160515'
'3833','0.128158'
'3834','0.128238'
'3835','0.128181'
'3836','0.135699'
'3837','0.128094'
'3838','0.128095'
'3839','0.128069'
'3840','0.160454'
'3841','0.128248'
'3842','0.128893'
'3843','0.129344'
'3844','0.135539'
'3845','0.128157'
'3846','0.128041'
'3847','0.127958'
'3848','0.128175'
'3849','0.128266'
'3850','0.160547'
'3851','0.128075'
'3852','0.131735'
'3853','0.12925'
'3854','0.127801'
'3855','0.128083'
'3856','0.128109'
'3857','0.160792'
'3858','0.127894'
'3859','0.128383'
'3860','0.131871'
'3861','0.128107'
'3862','0.128042'
'3863','0.128113'
'3864','0.160521'
'3865','0.128319'
'3866','0.12793'
'3867','0.128154'
'3868','0.135843'
'3869','0.128328'
'3870','0.127994'
'3871','0.128493'
'3872','0.160895'
'3873','0.128194'
'3874','0.127984'
'3875','0.128072'
'3876','0.135949'
'3877','0.128224'
'3878','0.128108'
'3879','0.159468'
'3880','0.129198'
'3881','0.128057'
'3882','0.128015'
'3883','0.128261'
'3884','0.138685'
'3885','0.127989'
'3886','0.128108'
'3887','0.127972'
'3888','0.160741'
'3889','0.128271'
'3890','0.128034'
'3891','0.128096'
'3892','0.131799'
'3893','0.128401'
'3894','0.128037'
'3895','0.160624'
'3896','0.127798'
'3897','0.128236'
'3898','0.128116'
'3899','0.128231'
'3900','0.131779'
'3901','0.12832'
'3902','0.160354'
'3903','0.128046'
'3904','0.129149'
'3905','0.127854'
'3906','0.12803'
'3907','0.128256'
'3908','0.136191'
'3909','0.128041'
'3910','0.160481'
'3911','0.128103'
'3912','0.127944'
'3913','0.128362'
'3914','0.12797'
'3915','0.128078'
'3916','0.149657'
'3917','0.128978'
'3918','0.128299'
'3919','0.137164'
'3920','0.160351'
'3921','0.12916'
'3922','0.128156'
'3923','0.128137'
'3924','0.127981'
'3925','0.128222'
'3926','0.127935'
'3927','0.133548'
'3928','0.161095'
'3929','0.129053'
'3930','0.127966'
'3931','0.12828'
'3932','0.12791'
'3933','0.12818'
'3934','0.164615'
'3935','0.129004'
'3936','0.129087'
'3937','0.127975'
'3938','0.128068'
'3939','0.128065'
'3940','0.128146'
'3941','0.128549'
'3942','0.161024'
'3943','0.104966'
'3944','0.160028'
'3945','0.129211'
'3946','0.128393'
'3947','0.127842'
'3948','0.128011'
'3949','0.127982'
'3950','0.160625'
'3951','0.104804'
'3952','0.161279'
'3953','0.128082'
'3954','0.12901'
'3955','0.128131'
'3956','0.127886'
'3957','0.128177'
'3958','0.160569'
'3959','0.105568'
'3960','0.159453'
'3961','0.128324'
'3962','0.127777'
'3963','0.12835'
'3964','0.127951'
'3965','0.127992'
'3966','0.160644'
'3967','0.133016'
'3968','0.128953'
'3969','0.128112'
'3970','0.129288'
'3971','0.127973'
'3972','0.12822'
'3973','0.128928'
'3974','0.160523'
'3975','0.132906'
'3976','0.128061'
'3977','0.128014'
'3978','0.128169'
'3979','0.128264'
'3980','0.127776'
'3981','0.16068'
'3982','0.129318'
'3983','0.135743'
'3984','0.128095'
'3985','0.129295'
'3986','0.127876'
'3987','0.12805'
'3988','0.128023'
'3989','0.160653'
'3990','0.128872'
'3991','0.10565'
'3992','0.127777'
'3993','0.160815'
'3994','0.128894'
'3995','0.129051'
'3996','0.127832'
'3997','0.128332'
'3998','0.128057'
'3999','0.133074'
'4000','0.128147'
'4001','0.16051'
'4002','0.12797'
'4003','0.128269'
'4004','0.127977'
'4005','0.128088'
'4006','0.12818'
'4007','0.1337'
'4008','0.159328'
'4009','0.128532'
'4010','0.127687'
'4011','0.128425'
'4012','0.127975'
'4013','0.128075'
'4014','0.160769'
'4015','0.137222'
'4016','0.128686'
'4017','0.128149'
'4018','0.129017'
'4019','0.12789'
'4020','0.127873'
'4021','0.128369'
'4022','0.160761'
'4023','0.133141'
'4024','0.131918'
'4025','0.129042'
'4026','0.128797'
'4027','0.12801'
'4028','0.128003'
'4029','0.12835'
'4030','0.128356'
'4031','0.160496'
'4032','0.132743'
'4033','0.128382'
'4034','0.127968'
'4035','0.128031'
'4036','0.128169'
'4037','0.128118'
'4038','0.160412'
'4039','0.128239'
'4040','0.131845'
'4041','0.128167'
'4042','0.128119'
'4043','0.128003'
'4044','0.1281'
'4045','0.160585'
'4046','0.127751'
'4047','0.128401'
'4048','0.13592'
'4049','0.128049'
'4050','0.127995'
'4051','0.128267'
'4052','0.128482'
'4053','0.160097'
'4054','0.128195'
'4055','0.128103'
'4056','0.135806'
'4057','0.128337'
'4058','0.127953'
'4059','0.128092'
'4060','0.160632'
'4061','0.128861'
'4062','0.129106'
'4063','0.129565'
'4064','0.117599'
'4065','0.16028'
'4066','0.129614'
'4067','0.137204'
'4068','0.127875'
'4069','0.128388'
'4070','0.127797'
'4071','0.128102'
'4072','0.160436'
'4073','0.129231'
'4074','0.128537'
'4075','0.133801'
'4076','0.127883'
'4077','0.128143'
'4078','0.127944'
'4079','0.160602'
'4080','0.128994'
'4081','0.128395'
'4082','0.127772'
'4083','0.132128'
'4084','0.128086'
'4085','0.12862'
'4086','0.158978'
'4087','0.129199'
'4088','0.128008'
'4089','0.128124'
'4090','0.128086'
'4091','0.137882'
'4092','0.127963'
'4093','0.128225'
'4094','0.128136'
'4095','0.161612'
'4096','0.128191'
'4097','0.127957'
'4098','0.127804'
'4099','0.136273'
'4100','0.127889'
'4101','0.128073'
'4102','0.128155'
'4103','0.161562'
'4104','0.127866'
'4105','0.128432'
'4106','0.127858'
'4107','0.132421'
'4108','0.127527'
'4109','0.128215'
'4110','0.1606'
'4111','0.129246'
'4112','0.128039'
'4113','0.12803'
'4114','0.128163'
'4115','0.131992'
'4116','0.12788'
'4117','0.159745'
'4118','0.128263'
'4119','0.127848'
'4120','0.128179'
'4121','0.128123'
'4122','0.128015'
'4123','0.137067'
'4124','0.128082'
'4125','0.160346'
'4126','0.129112'
'4127','0.128068'
'4128','0.127962'
'4129','0.128678'
'4130','0.127622'
'4131','0.135658'
'4132','0.127947'
'4133','0.127912'
'4134','0.160816'
'4135','0.129526'
'4136','0.127824'
'4137','0.128866'
'4138','0.128145'
'4139','0.136021'
'4140','0.12832'
'4141','0.127814'
'4142','0.159619'
'4143','0.128925'
'4144','0.12817'
'4145','0.128012'
'4146','0.128079'
'4147','0.132056'
'4148','0.12794'
'4149','0.160736'
'4150','0.129184'
'4151','0.128513'
'4152','0.127592'
'4153','0.128168'
'4154','0.127997'
'4155','0.131934'
'4156','0.128294'
'4157','0.160419'
'4158','0.128023'
'4159','0.128353'
'4160','0.127808'
'4161','0.128153'
'4162','0.128305'
'4163','0.136607'
'4164','0.128371'
'4165','0.161444'
'4166','0.128017'
'4167','0.128111'
'4168','0.12817'
'4169','0.12804'
'4170','0.127908'
'4171','0.138039'
'4172','0.127731'
'4173','0.161684'
'4174','0.127745'
'4175','0.128772'
'4176','0.127922'
'4177','0.128104'
'4178','0.128153'
'4179','0.132789'
'4180','0.160554'
'4181','0.129193'
'4182','0.128034'
'4183','0.128295'
'4184','0.128235'
'4185','0.127794'
'4186','0.128145'
'4187','0.133161'
'4188','0.160259'
'4189','0.128225'
'4190','0.128095'
'4191','0.128'
'4192','0.128034'
'4193','0.1282'
'4194','0.167577'
'4195','0.12843'
'4196','0.12843'
'4197','0.128128'
'4198','0.128043'
'4199','0.128236'
'4200','0.127917'
'4201','0.128223'
'4202','0.164609'
'4203','0.114063'
'4204','0.128249'
'4205','0.128112'
'4206','0.174821'
'4207','0.1281'
'4208','0.127843'
'4209','0.128307'
'4210','0.128062'
'4211','0.128231'
'4212','0.160359'
'4213','0.134134'
'4214','0.128823'
'4215','0.128187'
'4216','0.128045'
'4217','0.128097'
'4218','0.127971'
'4219','0.128285'
'4220','0.159352'
'4221','0.133066'
'4222','0.128163'
'4223','0.128039'
'4224','0.128368'
'4225','0.127821'
'4226','0.127919'
'4227','0.160937'
'4228','0.127896'
'4229','0.137923'
'4230','0.12806'
'4231','0.128375'
'4232','0.12776'
'4233','0.127861'
'4234','0.128134'
'4235','0.161197'
'4236','0.127478'
'4237','0.137096'
'4238','0.129183'
'4239','0.128301'
'4240','0.127979'
'4241','0.127852'
'4242','0.128121'
'4243','0.16055'
'4244','0.129038'
'4245','0.137111'
'4246','0.128526'
'4247','0.128592'
'4248','0.128106'
'4249','0.128348'
'4250','0.127846'
'4251','0.16017'
'4252','0.129247'
'4253','0.13316'
'4254','0.127269'
'4255','0.128562'
'4256','0.127621'
'4257','0.127852'
'4258','0.12885'
'4259','0.159918'
'4260','0.12852'
'4261','0.132086'
'4262','0.128098'
'4263','0.128398'
'4264','0.127527'
'4265','0.128639'
'4266','0.160984'
'4267','0.128245'
'4268','0.128358'
'4269','0.135921'
'4270','0.128085'
'4271','0.127973'
'4272','0.127891'
'4273','0.128473'
'4274','0.160421'
'4275','0.128076'
'4276','0.128062'
'4277','0.131353'
'4278','0.127943'
'4279','0.128788'
'4280','0.127413'
'4281','0.128245'
'4282','0.128262'
'4283','0.159574'
'4284','0.129272'
'4285','0.133153'
'4286','0.127964'
'4287','0.128115'
'4288','0.12813'
'4289','0.127995'
'4290','0.160018'
'4291','0.127644'
'4292','0.128085'
'4293','0.132068'
'4294','0.12808'
'4295','0.128036'
'4296','0.127929'
