'Frame','Jitter'
'1497','0.1'
'1498','0.100001'
'1499','0.100001'
'1500','0.100001'
'1501','0.1'
'1502','0.1'
'1503','0.13332'
'1504','0.128092'
'1505','0.128123'
'1506','0.127738'
'1507','0.128145'
'1508','0.128175'
'1509','0.159775'
'1510','0.127933'
'1511','0.136867'
'1512','0.127612'
'1513','0.128101'
'1514','0.128408'
'1515','0.127637'
'1516','0.128786'
'1517','0.159206'
'1518','0.127512'
'1519','0.136194'
'1520','0.129013'
'1521','0.127687'
'1522','0.128232'
'1523','0.128406'
'1524','0.159623'
'1525','0.129133'
'1526','0.127829'
'1527','0.133256'
'1528','0.127452'
'1529','0.128135'
'1530','0.128367'
'1531','0.12913'
'1532','0.159211'
'1533','0.129593'
'1534','0.12986'
'1535','0.130728'
'1536','0.129464'
'1537','0.127339'
'1538','0.129592'
'1539','0.158222'
'1540','0.130114'
'1541','0.127667'
'1542','0.128264'
'1543','0.136109'
'1544','0.127586'
'1545','0.127496'
'1546','0.128257'
'1547','0.161225'
'1548','0.128763'
'1549','0.128457'
'1550','0.128956'
'1551','0.136516'
'1552','0.129032'
'1553','0.129163'
'1554','0.128886'
'1555','0.128141'
'1556','0.128131'
'1557','0.160482'
'1558','0.129028'
'1559','0.13821'
'1560','0.128973'
'1561','0.129065'
'1562','0.129222'
'1563','0.12798'
'1564','0.128038'
'1565','0.128154'
'1566','0.160308'
'1567','0.133064'
'1568','0.129173'
'1569','0.128231'
'1570','0.127948'
'1571','0.128222'
'1572','0.127913'
'1573','0.128341'
'1574','0.160253'
'1575','0.132981'
'1576','0.128082'
'1577','0.129269'
'1578','0.127855'
'1579','0.128129'
'1580','0.127923'
'1581','0.160732'
'1582','0.128163'
'1583','0.137959'
'1584','0.127939'
'1585','0.128212'
'1586','0.12888'
'1587','0.128134'
'1588','0.12796'
'1589','0.160784'
'1590','0.128089'
'1591','0.138133'
'1592','0.128957'
'1593','0.129033'
'1594','0.127985'
'1595','0.128246'
'1596','0.127796'
'1597','0.128149'
'1598','0.159611'
'1599','0.133101'
'1600','0.128068'
'1601','0.128373'
'1602','0.127701'
'1603','0.128192'
'1604','0.128035'
'1605','0.159564'
'1606','0.12801'
'1607','0.41999'
'1608','0.1'
'1609','0.100001'
'1610','0.100001'
'1611','0.100001'
'1612','0.100001'
'1613','0.100001'
'1614','0.100001'
'1615','0.1'
'1616','0.105979'
'1617','0.128157'
'1618','0.128046'
'1619','0.128218'
'1620','0.160605'
'1621','0.128969'
'1622','0.129296'
'1623','0.127935'
'1624','0.150684'
'1625','0.129208'
'1626','0.137302'
'1627','0.128345'
'1628','0.127784'
'1629','0.12811'
'1630','0.127957'
'1631','0.159706'
'1632','0.128925'
'1633','0.129271'
'1634','0.132237'
'1635','0.127866'
'1636','0.127842'
'1637','0.128199'
'1638','0.160381'
'1639','0.128352'
'1640','0.129079'
'1641','0.128111'
'1642','0.128072'
'1643','0.138845'
'1644','0.127988'
'1645','0.128321'
'1646','0.160397'
'1647','0.12907'
'1648','0.129144'
'1649','0.129107'
'1650','0.12911'
'1651','0.132907'
'1652','0.128162'
'1653','0.127991'
'1654','0.159482'
'1655','0.129239'
'1656','0.127995'
'1657','0.12805'
'1658','0.128114'
'1659','0.136969'
'1660','0.12808'
'1661','0.128176'
'1662','0.160332'
'1663','0.12927'
'1664','0.129059'
'1665','0.127906'
'1666','0.12807'
'1667','0.138093'
'1668','0.127931'
'1669','0.128206'
'1670','0.128932'
'1671','0.160699'
'1672','0.128792'
'1673','0.128338'
'1674','0.128022'
'1675','0.13216'
'1676','0.12802'
'1677','0.128024'
'1678','0.160557'
'1679','0.129181'
'1680','0.129057'
'1681','0.128102'
'1682','0.12817'
'1683','0.131967'
'1684','0.127992'
'1685','0.128323'
'1686','0.160159'
'1687','0.129245'
'1688','0.12907'
'1689','0.128146'
'1690','0.127922'
'1691','0.137025'
'1692','0.127954'
'1693','0.129262'
'1694','0.15936'
'1695','0.129123'
'1696','0.128134'
'1697','0.128369'
'1698','0.127865'
'1699','0.134574'
'1700','0.127918'
'1701','0.128252'
'1702','0.127921'
'1703','0.159675'
'1704','0.128653'
'1705','0.12838'
'1706','0.128015'
'1707','0.132287'
'1708','0.127886'
'1709','0.128253'
'1710','0.160511'
'1711','0.129146'
'1712','0.128055'
'1713','0.128048'
'1714','0.128144'
'1715','0.132912'
'1716','0.128075'
'1717','0.128318'
'1718','0.161292'
'1719','0.129235'
'1720','0.128004'
'1721','0.128218'
'1722','0.128073'
'1723','0.136927'
'1724','0.127812'
'1725','0.128263'
'1726','0.160343'
'1727','0.128247'
'1728','0.128003'
'1729','0.128373'
'1730','0.127939'
'1731','0.136886'
'1732','0.128051'
'1733','0.128126'
'1734','0.160546'
'1735','0.12807'
'1736','0.128178'
'1737','0.128162'
'1738','0.127974'
'1739','0.13598'
'1740','0.128053'
'1741','0.1286'
'1742','0.160831'
'1743','0.127947'
'1744','0.129441'
'1745','0.128128'
'1746','0.12798'
'1747','0.132946'
'1748','0.12806'
'1749','0.159553'
'1750','0.128957'
'1751','0.129365'
'1752','0.12782'
'1753','0.128079'
'1754','0.128108'
'1755','0.132001'
'1756','0.160683'
'1757','0.128179'
'1758','0.128038'
'1759','0.128089'
'1760','0.128061'
'1761','0.128158'
'1762','0.128334'
'1763','0.136561'
'1764','0.160471'
'1765','0.129072'
'1766','0.129214'
'1767','0.129063'
'1768','0.128033'
'1769','0.128204'
'1770','0.128087'
'1771','0.150671'
'1772','0.128026'
'1773','0.137564'
'1774','0.127899'
'1775','0.128392'
'1776','0.160155'
'1777','0.129186'
'1778','0.129214'
'1779','0.128159'
'1780','0.127744'
'1781','0.133155'
'1782','0.127912'
'1783','0.160682'
'1784','0.129102'
'1785','0.128884'
'1786','0.128275'
'1787','0.128155'
'1788','0.127917'
'1789','0.132137'
'1790','0.1605'
'1791','0.127997'
'1792','0.128141'
'1793','0.129264'
'1794','0.127839'
'1795','0.128348'
'1796','0.128914'
'1797','0.136043'
'1798','0.12814'
'1799','0.161574'
'1800','0.128283'
'1801','0.128691'
'1802','0.128'
'1803','0.128164'
'1804','0.127965'
'1805','0.135941'
'1806','0.128056'
'1807','0.159774'
'1808','0.128984'
'1809','0.129184'
'1810','0.128063'
'1811','0.128151'
'1812','0.127953'
'1813','0.132051'
'1814','0.160555'
'1815','0.128154'
'1816','0.128899'
'1817','0.128243'
'1818','0.127973'
'1819','0.128217'
'1820','0.163356'
'1821','0.100412'
'1822','0.160879'
'1823','0.128034'
'1824','0.128948'
'1825','0.128277'
'1826','0.127786'
'1827','0.128321'
'1828','0.160412'
'1829','0.133051'
'1830','0.129099'
'1831','0.129244'
'1832','0.12806'
'1833','0.128077'
'1834','0.128004'
'1835','0.129102'
'1836','0.160296'
'1837','0.104469'
'1838','0.159751'
'1839','0.129266'
'1840','0.127879'
'1841','0.128316'
'1842','0.127911'
'1843','0.128022'
'1844','0.160569'
'1845','0.105104'
'1846','0.127781'
'1847','0.128495'
'1848','0.160088'
'1849','0.129365'
'1850','0.129047'
'1851','0.128214'
'1852','0.127944'
'1853','0.133121'
'1854','0.128886'
'1855','0.159662'
'1856','0.128843'
'1857','0.128283'
'1858','0.127928'
'1859','0.128138'
'1860','0.127953'
'1861','0.133246'
'1862','0.15955'
'1863','0.129088'
'1864','0.128009'
'1865','0.128277'
'1866','0.128048'
'1867','0.130274'
'1868','0.125773'
'1869','0.167459'
'1870','0.129059'
'1871','0.129113'
'1872','0.127937'
'1873','0.128015'
'1874','0.128142'
'1875','0.128152'
'1876','0.128098'
'1877','0.164627'
'1878','0.101516'
'1879','0.16058'
'1880','0.128743'
'1881','0.129324'
'1882','0.128135'
'1883','0.128075'
'1884','0.12806'
'1885','0.160497'
'1886','0.131997'
'1887','0.128174'
'1888','0.128073'
'1889','0.128177'
'1890','0.128008'
'1891','0.128001'
'1892','0.160489'
'1893','0.128977'
'1894','0.133224'
'1895','0.128253'
'1896','0.128005'
'1897','0.128018'
'1898','0.128031'
'1899','0.128381'
'1900','0.160064'
'1901','0.129259'
'1902','0.136727'
'1903','0.128536'
'1904','0.127803'
'1905','0.128149'
'1906','0.128037'
'1907','0.128827'
'1908','0.160709'
'1909','0.128188'
'1910','0.136985'
'1911','0.128968'
'1912','0.127869'
'1913','0.128443'
'1914','0.127931'
'1915','0.127997'
'1916','0.160849'
'1917','0.128108'
'1918','0.118028'
'1919','0.128134'
'1920','0.168847'
'1921','0.129071'
'1922','0.129172'
'1923','0.128072'
'1924','0.127905'
'1925','0.128178'
'1926','0.128187'
'1927','0.159526'
'1928','0.132985'
'1929','0.129173'
'1930','0.12909'
'1931','0.128151'
'1932','0.127871'
'1933','0.128932'
'1934','0.160514'
'1935','0.129293'
'1936','0.129054'
'1937','0.134084'
'1938','0.128914'
'1939','0.128185'
'1940','0.128047'
'1941','0.128143'
'1942','0.159395'
'1943','0.129122'
'1944','0.12916'
'1945','0.136857'
'1946','0.128125'
'1947','0.128015'
'1948','0.128072'
'1949','0.128088'
'1950','0.160522'
'1951','0.12916'
'1952','0.12832'
'1953','0.136836'
'1954','0.12882'
'1955','0.128246'
'1956','0.127937'
'1957','0.12816'
'1958','0.12787'
'1959','0.160578'
'1960','0.128066'
'1961','0.132208'
'1962','0.129101'
'1963','0.128085'
'1964','0.12805'
'1965','0.129108'
'1966','0.160416'
'1967','0.129358'
'1968','0.128969'
'1969','0.133885'
'1970','0.128071'
'1971','0.128139'
'1972','0.127956'
'1973','0.129269'
'1974','0.160437'
'1975','0.129185'
'1976','0.129185'
'1977','0.137908'
'1978','0.127988'
'1979','0.129062'
'1980','0.128061'
'1981','0.127977'
'1982','0.128134'
'1983','0.160579'
'1984','0.128931'
'1985','0.104001'
'1986','0.160567'
'1987','0.12925'
'1988','0.128032'
'1989','0.128149'
'1990','0.128143'
'1991','0.128321'
'1992','0.127786'
'1993','0.134686'
'1994','0.15774'
'1995','0.128456'
'1996','0.127775'
'1997','0.128196'
'1998','0.127986'
'1999','0.128085'
'2000','0.159594'
'2001','0.136837'
'2002','0.129227'
'2003','0.128207'
'2004','0.128114'
'2005','0.128056'
'2006','0.127935'
'2007','0.128375'
'2008','0.161185'
'2009','0.132922'
'2010','0.127977'
'2011','0.129406'
'2012','0.12816'
'2013','0.128023'
'2014','0.127856'
'2015','0.160589'
'2016','0.129025'
'2017','0.137945'
'2018','0.129206'
'2019','0.129191'
'2020','0.127849'
'2021','0.128224'
'2022','0.128055'
'2023','0.128141'
'2024','0.16015'
'2025','0.105725'
'2026','0.160533'
'2027','0.128434'
'2028','0.128902'
'2029','0.128003'
'2030','0.12807'
'2031','0.128175'
'2032','0.160127'
'2033','0.133312'
'2034','0.129228'
'2035','0.128056'
'2036','0.128988'
'2037','0.128155'
'2038','0.127995'
'2039','0.128012'
'2040','0.160263'
'2041','0.134273'
'2042','0.128282'
'2043','0.128209'
'2044','0.127836'
'2045','0.128244'
'2046','0.128031'
'2047','0.160366'
'2048','0.128989'
'2049','0.137237'
'2050','0.129018'
'2051','0.129247'
'2052','0.127805'
'2053','0.128204'
'2054','0.127887'
'2055','0.128575'
'2056','0.161004'
'2057','0.120425'
'2058','0.128062'
'2059','0.127882'
'2060','0.137639'
'2061','0.161525'
'2062','0.127958'
'2063','0.128277'
'2064','0.128959'
'2065','0.128253'
'2066','0.127982'
'2067','0.164375'
'2068','0.128102'
'2069','0.129175'
'2070','0.129064'
'2071','0.127978'
'2072','0.128014'
'2073','0.128219'
'2074','0.128063'
'2075','0.133212'
'2076','0.160218'
'2077','0.129009'
'2078','0.129249'
'2079','0.12821'
'2080','0.127837'
'2081','0.128319'
'2082','0.160413'
'2083','0.105611'
'2084','0.159502'
'2085','0.129095'
'2086','0.127953'
'2087','0.128195'
'2088','0.128051'
'2089','0.127972'
'2090','0.16054'
'2091','0.105532'
'2092','0.160437'
'2093','0.129262'
'2094','0.127944'
'2095','0.128082'
'2096','0.127967'
'2097','0.12823'
'2098','0.128214'
'2099','0.136936'
'2100','0.160255'
'2101','0.12928'
'2102','0.128131'
'2103','0.129127'
'2104','0.127922'
'2105','0.128126'
'2106','0.128234'
'2107','0.132223'
'2108','0.160926'
'2109','0.128436'
'2110','0.12917'
'2111','0.127919'
'2112','0.128035'
'2113','0.128039'
'2114','0.164465'
'2115','0.127996'
'2116','0.129187'
'2117','0.129383'
'2118','0.127947'
'2119','0.128082'
'2120','0.128103'
'2121','0.128319'
'2122','0.161011'
'2123','0.104918'
'2124','0.160257'
'2125','0.129205'
'2126','0.129005'
'2127','0.128206'
'2128','0.127882'
'2129','0.128232'
'2130','0.159163'
'2131','0.10457'
'2132','0.127705'
'2133','0.160498'
'2134','0.129059'
'2135','0.129264'
'2136','0.129153'
'2137','0.127915'
'2138','0.128154'
'2139','0.133189'
'2140','0.128644'
'2141','0.16042'
'2142','0.128559'
'2143','0.12807'
'2144','0.127985'
'2145','0.128112'
'2146','0.127883'
'2147','0.133085'
'2148','0.128307'
'2149','0.161173'
'2150','0.129066'
'2151','0.128311'
'2152','0.127871'
'2153','0.128192'
'2154','0.12814'
'2155','0.168355'
'2156','0.100001'
'2157','0.156168'
'2158','0.12812'
'2159','0.128143'
'2160','0.127965'
'2161','0.128209'
'2162','0.127821'
'2163','0.138182'
'2164','0.127864'
'2165','0.16069'
'2166','0.128054'
'2167','0.12818'
'2168','0.127907'
'2169','0.128354'
'2170','0.127774'
'2171','0.132118'
'2172','0.160436'
'2173','0.128176'
'2174','0.128297'
'2175','0.128023'
'2176','0.127942'
'2177','0.128139'
'2178','0.160899'
'2179','0.10605'
'2180','0.160713'
'2181','0.129358'
'2182','0.128623'
'2183','0.12817'
'2184','0.128349'
'2185','0.12814'
'2186','0.128135'
'2187','0.133126'
'2188','0.159283'
'2189','0.127994'
'2190','0.128111'
'2191','0.128161'
'2192','0.128025'
'2193','0.128415'
'2194','0.168899'
'2195','0.1'
'2196','0.157221'
'2197','0.129182'
'2198','0.129245'
'2199','0.128103'
'2200','0.127918'
'2201','0.128099'
'2202','0.183394'
'2203','0.1'
'2204','0.125338'
'2205','0.137539'
'2206','0.12791'
'2207','0.160835'
'2208','0.128846'
'2209','0.129052'
'2210','0.129096'
'2211','0.128296'
'2212','0.127942'
'2213','0.131986'
'2214','0.159613'
'2215','0.129041'
'2216','0.129002'
'2217','0.129198'
'2218','0.128006'
'2219','0.128141'
'2220','0.12797'
'2221','0.134057'
'2222','0.160755'
'2223','0.128787'
'2224','0.129048'
'2225','0.128248'
'2226','0.128017'
'2227','0.128155'
'2228','0.12798'
'2229','0.136994'
'2230','0.128242'
'2231','0.161449'
'2232','0.128956'
'2233','0.129164'
'2234','0.128403'
'2235','0.127825'
'2236','0.12794'
'2237','0.137055'
'2238','0.12892'
'2239','0.160675'
'2240','0.128949'
'2241','0.129299'
'2242','0.12793'
'2243','0.12817'
'2244','0.128047'
'2245','0.131971'
'2246','0.128209'
'2247','0.161431'
'2248','0.127947'
'2249','0.129402'
'2250','0.12891'
'2251','0.128089'
'2252','0.127988'
'2253','0.133065'
'2254','0.160462'
'2255','0.129141'
'2256','0.129101'
'2257','0.128895'
'2258','0.128068'
'2259','0.128329'
'2260','0.127738'
'2261','0.137164'
'2262','0.129165'
'2263','0.159607'
'2264','0.128946'
'2265','0.12824'
'2266','0.127954'
'2267','0.128068'
'2268','0.128069'
'2269','0.137972'
'2270','0.128059'
'2271','0.160659'
'2272','0.128948'
'2273','0.129138'
'2274','0.127991'
'2275','0.128165'
'2276','0.127931'
'2277','0.136632'
'2278','0.129148'
'2279','0.128097'
'2280','0.128111'
'2281','0.160355'
'2282','0.129174'
'2283','0.128189'
'2284','0.128948'
'2285','0.133099'
'2286','0.12813'
'2287','0.127981'
'2288','0.127978'
'2289','0.159764'
'2290','0.127817'
'2291','0.129378'
'2292','0.128925'
'2293','0.132188'
'2294','0.127849'
'2295','0.129114'
'2296','0.160449'
'2297','0.128313'
'2298','0.128073'
'2299','0.128124'
'2300','0.127933'
'2301','0.136041'
'2302','0.128116'
'2303','0.12805'
'2304','0.160419'
'2305','0.129127'
'2306','0.129136'
'2307','0.128029'
'2308','0.127929'
'2309','0.137166'
'2310','0.128117'
'2311','0.128098'
'2312','0.160322'
'2313','0.129196'
'2314','0.128849'
'2315','0.128082'
'2316','0.128153'
'2317','0.131982'
'2318','0.133763'
'2319','0.12255'
'2320','0.160532'
'2321','0.129274'
'2322','0.128018'
'2323','0.129065'
'2324','0.128165'
'2325','0.131904'
'2326','0.128879'
'2327','0.161151'
'2328','0.127686'
'2329','0.128221'
'2330','0.127979'
'2331','0.128362'
'2332','0.127778'
'2333','0.136001'
'2334','0.129091'
'2335','0.160422'
'2336','0.129063'
'2337','0.128134'
'2338','0.128081'
'2339','0.128084'
'2340','0.128019'
'2341','0.151757'
'2342','0.12784'
'2343','0.12847'
'2344','0.137141'
'2345','0.128093'
'2346','0.159561'
'2347','0.129191'
'2348','0.128993'
'2349','0.128265'
'2350','0.128003'
'2351','0.127999'
'2352','0.133037'
'2353','0.128376'
'2354','0.161191'
'2355','0.128228'
'2356','0.128822'
'2357','0.128246'
'2358','0.12799'
'2359','0.128096'
'2360','0.137847'
'2361','0.128256'
'2362','0.160388'
'2363','0.129168'
'2364','0.129174'
'2365','0.128193'
'2366','0.127892'
'2367','0.128201'
'2368','0.131978'
'2369','0.159582'
'2370','0.129013'
'2371','0.128164'
'2372','0.12905'
'2373','0.128228'
'2374','0.127809'
'2375','0.128178'
'2376','0.135889'
'2377','0.160458'
'2378','0.129099'
'2379','0.128424'
'2380','0.127998'
'2381','0.127975'
'2382','0.12809'
'2383','0.12921'
'2384','0.135637'
'2385','0.128547'
'2386','0.160159'
'2387','0.129222'
'2388','0.129126'
'2389','0.127989'
'2390','0.128009'
'2391','0.12816'
'2392','0.132985'
'2393','0.160608'
'2394','0.128849'
'2395','0.1294'
'2396','0.127895'
'2397','0.128208'
'2398','0.127957'
'2399','0.128207'
'2400','0.16321'
'2401','0.12933'
'2402','0.128102'
'2403','0.129183'
'2404','0.127905'
'2405','0.12804'
'2406','0.128079'
'2407','0.168615'
'2408','0.1'
'2409','0.158185'
'2410','0.128838'
'2411','0.128375'
'2412','0.127906'
'2413','0.128022'
'2414','0.128023'
'2415','0.159753'
'2416','0.103975'
'2417','0.127933'
'2418','0.160557'
'2419','0.129146'
'2420','0.129075'
'2421','0.129277'
'2422','0.128031'
'2423','0.128089'
'2424','0.132947'
'2425','0.128242'
'2426','0.159344'
'2427','0.128155'
'2428','0.127965'
'2429','0.12812'
'2430','0.128175'
'2431','0.127973'
'2432','0.133585'
'2433','0.160927'
'2434','0.128949'
'2435','0.129289'
'2436','0.128936'
'2437','0.128291'
'2438','0.127935'
'2439','0.128203'
'2440','0.168219'
'2441','0.100001'
'2442','0.157289'
'2443','0.128189'
'2444','0.12788'
'2445','0.128395'
'2446','0.127841'
'2447','0.128909'
'2448','0.168424'
'2449','0.100001'
'2450','0.15735'
'2451','0.12815'
'2452','0.128041'
'2453','0.128123'
'2454','0.12808'
'2455','0.128122'
'2456','0.167366'
'2457','0.1'
'2458','0.157139'
'2459','0.127916'
'2460','0.129129'
'2461','0.128018'
'2462','0.127922'
'2463','0.128219'
'2464','0.164854'
'2465','0.127949'
'2466','0.128111'
'2467','0.128044'
'2468','0.127998'
'2469','0.128283'
'2470','0.128011'
'2471','0.1604'
'2472','0.12903'
'2473','0.133089'
'2474','0.129015'
'2475','0.128395'
'2476','0.127888'
'2477','0.128067'
'2478','0.128066'
'2479','0.159508'
'2480','0.128966'
'2481','0.136231'
'2482','0.12894'
'2483','0.128207'
'2484','0.128078'
'2485','0.12812'
'2486','0.128129'
'2487','0.161286'
'2488','0.129089'
'2489','0.12034'
'2490','0.128054'
'2491','0.128042'
'2492','0.169883'
'2493','0.128045'
'2494','0.129065'
'2495','0.128099'
'2496','0.128054'
'2497','0.128073'
'2498','0.159581'
'2499','0.134197'
'2500','0.127844'
'2501','0.129261'
'2502','0.12795'
'2503','0.12821'
'2504','0.127914'
'2505','0.128587'
'2506','0.160969'
'2507','0.132035'
'2508','0.129231'
'2509','0.129122'
'2510','0.12796'
'2511','0.128093'
'2512','0.128044'
'2513','0.15945'
'2514','0.128268'
'2515','0.138013'
'2516','0.127891'
'2517','0.12814'
'2518','0.128106'
'2519','0.12804'
'2520','0.128069'
'2521','0.16061'
'2522','0.12909'
'2523','0.136974'
'2524','0.128058'
'2525','0.12815'
'2526','0.128138'
'2527','0.12805'
'2528','0.127942'
'2529','0.160664'
'2530','0.12881'
'2531','0.132103'
'2532','0.129043'
'2533','0.128315'
'2534','0.127881'
'2535','0.128322'
'2536','0.128074'
'2537','0.161449'
'2538','0.128085'
'2539','0.137948'
'2540','0.129046'
'2541','0.129119'
'2542','0.128092'
'2543','0.128056'
'2544','0.128028'
'2545','0.160596'
'2546','0.129014'
'2547','0.133133'
'2548','0.128842'
'2549','0.128237'
'2550','0.128047'
'2551','0.128012'
'2552','0.128977'
'2553','0.159679'
'2554','0.127984'
'2555','0.137092'
'2556','0.129178'
'2557','0.129078'
'2558','0.128035'
'2559','0.128308'
'2560','0.127907'
'2561','0.160421'
'2562','0.128991'
'2563','0.104018'
'2564','0.128083'
'2565','0.159644'
'2566','0.129151'
'2567','0.129117'
'2568','0.12799'
'2569','0.128287'
'2570','0.127817'
'2571','0.133147'
'2572','0.159305'
'2573','0.12828'
'2574','0.128208'
'2575','0.128141'
'2576','0.127825'
'2577','0.128334'
'2578','0.159267'
'2579','0.134317'
'2580','0.129012'
'2581','0.128091'
'2582','0.128047'
'2583','0.12819'
'2584','0.127897'
'2585','0.128325'
'2586','0.160233'
'2587','0.13601'
'2588','0.128139'
'2589','0.128143'
'2590','0.128016'
'2591','0.128098'
'2592','0.128034'
'2593','0.160471'
'2594','0.129017'
'2595','0.137259'
'2596','0.1289'
'2597','0.128164'
'2598','0.128997'
'2599','0.127977'
'2600','0.127984'
'2601','0.128092'
'2602','0.160783'
'2603','0.131997'
'2604','0.128238'
'2605','0.128164'
'2606','0.127779'
'2607','0.128116'
'2608','0.127986'
'2609','0.160576'
'2610','0.128276'
'2611','0.132837'
'2612','0.128042'
'2613','0.128396'
'2614','0.127917'
'2615','0.128033'
'2616','0.160329'
'2617','0.128141'
'2618','0.128088'
'2619','0.137346'
'2620','0.128063'
'2621','0.128005'
'2622','0.127971'
'2623','0.129187'
'2624','0.160352'
'2625','0.129069'
'2626','0.129337'
'2627','0.137832'
'2628','0.128099'
'2629','0.129154'
'2630','0.127886'
'2631','0.128165'
'2632','0.129141'
'2633','0.160467'
'2634','0.128133'
'2635','0.11809'
'2636','0.127862'
'2637','0.170118'
'2638','0.12891'
'2639','0.129436'
'2640','0.129015'
'2641','0.128046'
'2642','0.128058'
'2643','0.128149'
'2644','0.159365'
'2645','0.133029'
'2646','0.128105'
'2647','0.129166'
'2648','0.127867'
'2649','0.128193'
'2650','0.128148'
'2651','0.159443'
'2652','0.12925'
'2653','0.133994'
'2654','0.128132'
'2655','0.128254'
'2656','0.127846'
'2657','0.128152'
'2658','0.127882'
'2659','0.160603'
'2660','0.129023'
'2661','0.137073'
'2662','0.129036'
'2663','0.128085'
'2664','0.128957'
'2665','0.128276'
'2666','0.127876'
'2667','0.160651'
'2668','0.128994'
'2669','0.138223'
'2670','0.128908'
'2671','0.128256'
'2672','0.128945'
'2673','0.128173'
'2674','0.127885'
'2675','0.128197'
'2676','0.160503'
'2677','0.134068'
'2678','0.12791'
'2679','0.128411'
'2680','0.127912'
'2681','0.127986'
'2682','0.128085'
'2683','0.16067'
'2684','0.128824'
'2685','0.133143'
'2686','0.128977'
'2687','0.128217'
'2688','0.128041'
'2689','0.128106'
'2690','0.128958'
'2691','0.159674'
'2692','0.127992'
'2693','0.136113'
'2694','0.128096'
'2695','0.128256'
'2696','0.12782'
'2697','0.128189'
'2698','0.128278'
'2699','0.161129'
'2700','0.128062'
'2701','0.104968'
'2702','0.16057'
'2703','0.129228'
'2704','0.128102'
'2705','0.12804'
'2706','0.128142'
'2707','0.128199'
'2708','0.127887'
'2709','0.133082'
'2710','0.159576'
'2711','0.128798'
'2712','0.129431'
'2713','0.128066'
'2714','0.128069'
'2715','0.128023'
'2716','0.160385'
'2717','0.10721'
'2718','0.161031'
'2719','0.128115'
'2720','0.12794'
'2721','0.128209'
'2722','0.128126'
'2723','0.127958'
'2724','0.128227'
'2725','0.133693'
'2726','0.160544'
'2727','0.12831'
'2728','0.128084'
'2729','0.128069'
'2730','0.127998'
'2731','0.129258'
'2732','0.160288'
'2733','0.138215'
'2734','0.128946'
'2735','0.128169'
'2736','0.127912'
'2737','0.128572'
'2738','0.127674'
'2739','0.128005'
'2740','0.128505'
'2741','0.135896'
'2742','0.160161'
'2743','0.129155'
'2744','0.129047'
'2745','0.128261'
'2746','0.128021'
'2747','0.127981'
'2748','0.128376'
'2749','0.132964'
'2750','0.160171'
'2751','0.128255'
'2752','0.128126'
'2753','0.128032'
'2754','0.128027'
'2755','0.128088'
'2756','0.164156'
'2757','0.129554'
'2758','0.128035'
'2759','0.129076'
'2760','0.128101'
'2761','0.129933'
'2762','0.126175'
'2763','0.162108'
'2764','0.131338'
'2765','0.131986'
'2766','0.128054'
'2767','0.128264'
'2768','0.12792'
'2769','0.128134'
'2770','0.128042'
'2771','0.160732'
'2772','0.129097'
'2773','0.118076'
'2774','0.12794'
'2775','0.128071'
'2776','0.170027'
'2777','0.129069'
'2778','0.129236'
'2779','0.128159'
'2780','0.127768'
'2781','0.128222'
'2782','0.159515'
'2783','0.134133'
'2784','0.129084'
'2785','0.128239'
'2786','0.127684'
'2787','0.128213'
'2788','0.12804'
'2789','0.128127'
'2790','0.160616'
'2791','0.132086'
'2792','0.127981'
'2793','0.129199'
'2794','0.128189'
'2795','0.128023'
'2796','0.128957'
'2797','0.160555'
'2798','0.129035'
'2799','0.138094'
'2800','0.128077'
'2801','0.128957'
'2802','0.12798'
'2803','0.128215'
'2804','0.128141'
'2805','0.128502'
'2806','0.160934'
'2807','0.137059'
'2808','0.128914'
'2809','0.129362'
'2810','0.127911'
'2811','0.128232'
'2812','0.12795'
'2813','0.127984'
'2814','0.160732'
'2815','0.105209'
'2816','0.160603'
'2817','0.128104'
'2818','0.128061'
'2819','0.129262'
'2820','0.128053'
'2821','0.128'
'2822','0.160595'
'2823','0.131963'
'2824','0.129057'
'2825','0.12825'
'2826','0.128101'
'2827','0.12809'
'2828','0.127813'
'2829','0.128462'
'2830','0.169745'
'2831','0.12561'
'2832','0.127925'
'2833','0.129067'
'2834','0.128056'
'2835','0.128404'
'2836','0.127764'
'2837','0.16064'
'2838','0.129026'
'2839','0.136953'
'2840','0.128949'
'2841','0.12917'
'2842','0.12803'
'2843','0.128225'
'2844','0.12812'
'2845','0.129096'
'2846','0.159465'
'2847','0.103013'
'2848','0.127781'
'2849','0.160822'
'2850','0.128258'
'2851','0.128183'
'2852','0.127875'
'2853','0.128148'
'2854','0.128025'
'2855','0.13311'
'2856','0.160238'
'2857','0.129346'
'2858','0.129065'
'2859','0.128243'
'2860','0.127927'
'2861','0.128014'
'2862','0.128073'
'2863','0.133875'
'2864','0.16043'
'2865','0.128391'
'2866','0.128001'
'2867','0.128039'
'2868','0.128013'
'2869','0.128357'
'2870','0.160359'
'2871','0.137247'
'2872','0.128005'
'2873','0.128099'
'2874','0.128038'
'2875','0.128188'
'2876','0.127848'
'2877','0.128107'
'2878','0.160454'
'2879','0.133154'
'2880','0.133066'
'2881','0.129248'
'2882','0.12894'
'2883','0.128028'
'2884','0.128214'
'2885','0.127902'
'2886','0.128172'
'2887','0.161554'
'2888','0.132871'
'2889','0.128224'
'2890','0.128982'
'2891','0.128193'
'2892','0.127811'
'2893','0.128264'
'2894','0.16044'
'2895','0.129393'
'2896','0.136787'
